2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency=866(MHz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi,E Total. dB=-3.1415926536,-178,-176,-174,-172,-170,-168,-166,-164,-162,-160,-158,-156,-154,-152,-150,-148,-146,-144,-142,-140,-138,-136,-134,-132,-130,-128,-126,-124,-122,-120,-118,-116,-114,-112,-110,-108,-106,-104,-102,-100,-98,-96,-94,-92,-90,-88,-86,-84,-82,-80,-78,-76,-74,-72,-70,-68,-66,-64,-62,-60,-58,-56,-54,-52,-50,-48,-46,-44,-42,-40,-38,-36,-34,-32,-30,-28,-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180
68,-16.7977623,-17.17486535,-13.49246709,-10.27871498,-8.037656292,-6.507452265,-5.493048267,-4.877864601,-4.592903721,-4.581935233,-4.766024336,-5.000559221,-5.102461741,-4.955900112,-4.630069533,-4.331037264,-4.256712506,-4.541729827,-5.255387253,-6.417713575,-7.953933807,-9.589159874,-10.75923362,-11.11756613,-11.15103291,-11.62925095,-13.179388,-16.571054,-21.62525539,-17.32853886,-11.97868926,-8.635864268,-6.379732358,-4.696295046,-3.277320659,-1.98144725,-0.789267685,0.249794486,1.088211817,1.71334717,2.159283681,2.496322374,2.807718167,3.148118281,3.505491413,3.821039633,4.025047612,4.067688051,3.944471488,3.692219571,3.365810744,3.018401808,2.644787445,2.201831505,1.600523758,0.782248699,-0.310254711,-1.671840138,-3.236363104,-4.877296047,-6.504356839,-8.275614479,-10.74965374,-15.20747549,-25.37533717,-17.16517884,-11.06413554,-8.061347491,-6.603519231,-6.159505578,-6.426641769,-7.063574069,-7.593196815,-7.553219676,-6.8932552,-5.948670824,-5.076465255,-4.515852502,-4.43377972,-4.950758669,-6.136972058,-7.916392898,-9.820388424,-10.96453379,-11.27454074,-11.70868325,-12.68763691,-13.40977603,-12.6909427,-11.46563029,-11.15891229,-12.53069122,-16.50157326,-20.25554701,-13.66503292,-9.2565348,-6.915889984,-5.837155638,-5.62311045,-6.002735879,-6.749524347,-7.658323447,-8.473591072,-8.767725906,-8.180989074,-7.010649868,-5.903386113,-5.267997937,-5.272505636,-5.9828705,-7.414591335,-9.507356948,-11.90714848,-13.63738984,-14.04486779,-14.11809535,-15.03636704,-17.4933008,-19.55780329,-14.90403221,-9.952074949,-6.490625844,-4.056704808,-2.305908997,-0.991884665,0.063921421,0.975100634,1.780509809,2.460608067,2.969210191,3.28974964,3.419089392,3.399383622,3.312442346,3.230144505,3.213367284,3.247355831,3.267498146,3.199734236,2.98663414,2.610483116,2.094858415,1.505776757,0.875869113,0.238878086,-0.470349699,-1.345307825,-2.503503176,-4.063696364,-6.163824059,-8.989785043,-12.77726361,-17.19699159,-18.03983172,-15.14732019,-12.72132675,-11.02835794,-9.720533972,-8.570854005,-7.495068849,-6.531508065,-5.74945695,-5.207635399,-4.931734681,-4.917359993,-5.139735124,-5.543695533,-6.049569373,-6.558231761,-6.967223981,-7.20170382,-7.244724662,-7.150351193,-7.024052491,-6.998795325,-7.201283869,-7.761333649,-8.824536086,-10.58590845,-13.30579848,-16.7977623
70,-16.79813151,-17.32548379,-13.61715614,-10.36164942,-8.09356754,-6.547389405,-5.522303974,-4.896751954,-4.603016346,-4.586802693,-4.765354082,-4.996496297,-5.095631518,-4.947446205,-4.624844616,-4.328072369,-4.25963436,-4.54878233,-5.268755079,-6.433101226,-7.972542174,-9.598271854,-10.74679002,-11.08105964,-11.10555194,-11.58187323,-13.13725448,-16.5330855,-21.6036412,-17.31766029,-11.97509764,-8.635844213,-6.387589369,-4.706539562,-3.288173493,-1.988853308,-0.792186574,0.249183578,1.089619664,1.715572714,2.161606528,2.499575362,2.812334772,3.155884282,3.517415045,3.83681165,4.038563039,4.083145646,3.954033502,3.704192827,3.379176219,3.027882028,2.655839438,2.21324102,1.610277647,0.788797989,-0.30500187,-1.668802819,-3.233387869,-4.871904457,-6.493257872,-8.256944004,-10.72807452,-15.18607581,-25.31799236,-17.12293204,-11.03367946,-8.041735444,-6.592849554,-6.160023622,-6.437322963,-7.08455448,-7.618124302,-7.571810815,-6.898539759,-5.945314127,-5.063513541,-4.498791777,-4.414621253,-4.9337458,-6.12551191,-7.915642082,-9.8215984,-10.94383281,-11.23642142,-11.6741406,-12.68711725,-13.44894548,-12.72257609,-11.4700583,-11.15993563,-12.55452489,-16.67477548,-20.78367843,-13.72477241,-9.245078593,-6.891451006,-5.815964379,-5.610138679,-6.000927403,-6.759663837,-7.679898464,-8.50262446,-8.794811654,-8.191810177,-7.002669482,-5.880386253,-5.238302214,-5.242181587,-5.956155458,-7.395696388,-9.498673633,-11.90705871,-13.63786633,-14.0348362,-14.10742206,-15.03778289,-17.52405917,-19.63350564,-14.91798705,-9.948141505,-6.483082948,-4.052166469,-2.302099048,-0.988892851,0.06556307,0.977157778,1.783582314,2.458903338,2.975313414,3.291238174,3.417259613,3.401587519,3.310716486,3.232543674,3.214683741,3.253524278,3.276751428,3.209894078,2.996858466,2.62070754,2.109806034,1.515865602,0.895774136,0.256791229,-0.451304979,-1.328683893,-2.489973078,-4.055855248,-6.161362937,-8.994832367,-12.79304842,-17.22227106,-18.08918625,-15.19701354,-12.76179285,-11.05898412,-9.736410306,-8.56950488,-7.483274535,-6.515034766,-5.732134474,-5.191380596,-4.919800681,-4.911856134,-5.138712166,-5.5462109,-6.056407451,-6.568295345,-6.976736731,-7.208322641,-7.244095193,-7.140789906,-7.006452474,-6.971879505,-7.167398912,-7.719846232,-8.776122631,-10.52841224,-13.2456492,-16.79813151
72,-16.79770565,-17.47792947,-13.74311325,-10.44188495,-8.151828232,-6.589252488,-5.551143225,-4.915626437,-4.616107969,-4.593652363,-4.766184641,-4.994171765,-5.088737556,-4.940631263,-4.618406246,-4.325607104,-4.261151406,-4.556553563,-5.280673498,-6.45118567,-7.989516939,-9.605594448,-10.73048092,-11.04452789,-11.06072788,-11.53869465,-13.10013174,-16.50195237,-21.58164068,-17.31302506,-11.96776955,-8.637012101,-6.394696673,-4.715969367,-3.297352774,-1.995025994,-0.795632036,0.249336197,1.091348378,1.718145918,2.163986925,2.503795806,2.817657774,3.164096189,3.523331651,3.846777888,4.051567102,4.093139629,3.972235242,3.71674494,3.393286526,3.044164488,2.667214537,2.22471772,1.619858897,0.796020168,-0.300489769,-1.666263106,-3.231207204,-4.866307469,-6.483829918,-8.242907019,-10.70954467,-15.1690665,-25.25423973,-17.08154685,-11.00742842,-8.025119953,-6.583534766,-6.162218395,-6.449658523,-7.106711051,-7.641406511,-7.587168226,-6.903809835,-5.940555456,-5.053729112,-4.482677993,-4.396968769,-4.91885717,-6.116352403,-7.912405863,-9.817870256,-10.92637492,-11.20327523,-11.64488517,-12.68656707,-13.48624871,-12.7531426,-11.48089678,-11.16114785,-12.5772599,-16.84095096,-21.34015286,-13.78464965,-9.235906541,-6.870816101,-5.797211454,-5.599494887,-6.000203238,-6.771755497,-7.699078152,-8.528930455,-8.816262501,-8.201203874,-6.993273587,-5.859403343,-5.211015673,-5.214979701,-5.929483434,-7.376038402,-9.489458121,-11.90702658,-13.63253415,-14.02180028,-14.10069201,-15.0448652,-17.56785889,-19.70103579,-14.92149233,-9.939097423,-6.475280185,-4.045357153,-2.297577182,-0.986087019,0.068461251,0.979380079,1.786412187,2.4697059,2.980640312,3.292202135,3.421339893,3.399720287,3.310048926,3.235677233,3.222813539,3.259638896,3.285823849,3.219629323,3.006925437,2.630634083,2.118825612,1.52642588,0.907792194,0.273882948,-0.433306882,-1.31197908,-2.477378562,-4.049301174,-6.162287547,-9.000945275,-12.80918612,-17.25406935,-18.13928157,-15.24288757,-12.8029686,-11.09005323,-9.753119824,-8.571357903,-7.472769301,-6.49849367,-5.714794869,-5.176646821,-4.907832528,-4.904307324,-5.137419078,-5.55029006,-6.063121102,-6.578247643,-6.986087999,-7.212615317,-7.241052751,-7.130915216,-6.986475328,-6.944819055,-7.13138373,-7.676344993,-8.725696411,-10.47436709,-13.19207806,-16.79770565
74,-16.79821677,-17.62996721,-13.86677306,-10.52225992,-8.207651799,-6.631087302,-5.580367845,-4.938108178,-4.630220081,-4.600480604,-4.76942801,-4.991919545,-5.083455942,-4.933798671,-4.613455257,-4.323637178,-4.263279305,-4.563696,-5.292575022,-6.466153268,-8.004824507,-9.61277697,-10.71333994,-11.00800736,-11.01652897,-11.49647021,-13.06415136,-16.47177995,-21.5578512,-17.29485318,-11.95979629,-8.634570376,-6.397394222,-4.72212211,-3.304882426,-1.999996147,-0.797101206,0.250659558,1.09358884,1.720532857,2.167090524,2.50895742,2.823662091,3.166313445,3.535537836,3.856509477,4.064035937,4.107010185,3.984336546,3.729859666,3.402533027,3.054680625,2.678883365,2.229041104,1.629425668,0.802305003,-0.297126381,-1.663324155,-3.228906341,-4.862478944,-6.475485102,-8.228663714,-10.69409356,-15.15157734,-25.18642442,-17.04086381,-10.98533582,-8.012147182,-6.57866278,-6.165153174,-6.462906995,-7.128380902,-7.664687274,-7.603755854,-6.910002726,-5.937536725,-5.043370282,-4.470100913,-4.382811823,-4.905553148,-6.106726823,-7.909015861,-9.814944458,-10.90679674,-11.17016454,-11.61817707,-12.68855879,-13.51747135,-12.78239569,-11.48682978,-11.15976872,-12.60111891,-16.99679595,-21.92573141,-13.84474492,-9.231357966,-6.853953182,-5.783360067,-5.592832161,-6.001281847,-6.779820028,-7.718004094,-8.549962267,-8.837771921,-8.208255384,-6.984246268,-5.837447144,-5.183580068,-5.187080028,-5.904523206,-7.35566731,-9.474254683,-11.89982137,-13.62538348,-14.01277999,-14.09347339,-15.05254601,-17.60452704,-19.76067768,-14.91961411,-9.9291847,-6.464620547,-4.039595261,-2.293445986,-0.982795651,0.071680102,0.981743958,1.789140108,2.473696303,2.979880921,3.297055893,3.421337206,3.403931786,3.310405913,3.239504943,3.231246457,3.272062559,3.300291582,3.234283178,3.016811185,2.639976705,2.128745861,1.537664467,0.928480441,0.291029398,-0.416566875,-1.297281381,-2.465871253,-4.043366695,-6.163978705,-9.009396229,-12.82551009,-17.29248748,-18.19121356,-15.2950524,-12.84476599,-11.11844484,-9.769624422,-8.574282707,-7.463750648,-6.48186348,-5.697426895,-5.161888988,-4.89688725,-4.897934923,-5.134186652,-5.552394783,-6.069687076,-6.586090628,-6.993216673,-7.216673248,-7.237726393,-7.116515881,-6.966245246,-6.915469145,-7.095347338,-7.635136281,-8.677895818,-10.41785793,-13.13593692,-16.79821677
76,-16.79819853,-17.78212512,-13.98734054,-10.6028339,-8.263339631,-6.67280975,-5.611262457,-4.961064647,-4.6448295,-4.609801144,-4.772636959,-4.989728317,-5.079796663,-4.928578023,-4.608853698,-4.323068335,-4.266751313,-4.57219069,-5.305389893,-6.482691518,-8.020033129,-9.615945468,-10.69552683,-10.97147977,-10.97301897,-11.45857471,-13.02904408,-16.44231028,-21.53448217,-17.27649918,-11.95148095,-8.631039048,-6.399369529,-4.729080614,-3.310773891,-2.004993139,-0.798885809,0.25147856,1.096320964,1.723780229,2.170191293,2.508799851,2.8238304,3.175435126,3.547796715,3.871681549,4.076209905,4.120394883,3.993532215,3.739064128,3.41221553,3.065810596,2.690818797,2.240591816,1.638605258,0.807343141,-0.293218262,-1.660913865,-3.227432065,-4.859304289,-6.469422021,-8.219030908,-10.6847763,-15.13816287,-25.11519228,-17.00128462,-10.96745263,-8.002152423,-6.575661087,-6.170572309,-6.476100523,-7.148316536,-7.684841166,-7.61718633,-6.915297278,-5.937279298,-5.036757673,-4.458121805,-4.368693534,-4.892275341,-6.098934072,-7.905461242,-9.810024762,-10.88789498,-11.13988525,-11.59618798,-12.68731801,-13.54999155,-12.80995443,-11.49054015,-11.15959724,-12.61793926,-17.14071967,-22.54038026,-13.90478601,-9.229029459,-6.843648727,-5.772802106,-5.587517936,-6.004674209,-6.789881389,-7.732298509,-8.570709488,-8.854667923,-8.211975139,-6.975224158,-5.818555831,-5.160022733,-5.160781882,-5.880574581,-7.335265647,-9.461321179,-11.88917207,-13.61667193,-14.00789594,-14.0946081,-15.07112161,-17.64795072,-19.81118824,-14.91245505,-9.916628611,-6.455187288,-4.032009021,-2.288633431,-0.979034297,0.0753155,0.992556117,1.79895878,2.477095217,2.983950221,3.301720241,3.422825281,3.403984992,3.31754268,3.24398958,3.233499494,3.278101604,3.308650127,3.243089552,3.026492814,2.649953356,2.139216792,1.549337587,0.941154006,0.30640464,-0.400144852,-1.282514489,-2.455946617,-4.038714252,-6.164818805,-9.021321927,-12.84609697,-17.33078886,-18.2447427,-15.34339146,-12.88734414,-11.1506787,-9.789734176,-8.576977748,-7.454417205,-6.466704573,-5.680028526,-5.146429392,-4.884344047,-4.891152821,-5.132324099,-5.554316923,-6.076125413,-6.591814623,-6.998105171,-7.216239885,-7.231958939,-7.103925971,-6.943651989,-6.885966765,-7.059198031,-7.593965361,-8.630403272,-10.36741454,-13.08633301,-16.79819853
78,-16.79853656,-17.93349569,-14.11315612,-10.68036683,-8.318871308,-6.714496234,-5.644277331,-4.983992929,-4.662430831,-4.620599275,-4.777786306,-4.989275936,-5.076056119,-4.923340753,-4.60461053,-4.321574761,-4.270137777,-4.580068021,-5.318211148,-6.497663495,-8.035207974,-9.617341218,-10.676821,-10.93508519,-10.93018406,-11.41819321,-12.99490744,-16.41366791,-21.50988925,-17.25768198,-11.93930701,-8.626401475,-6.401268113,-4.732770982,-3.316429591,-2.007698756,-0.800337911,0.252577957,1.098585568,1.726783928,2.173841851,2.515762125,2.83130272,3.184913975,3.553835247,3.880841384,4.087525694,4.13292524,4.008064676,3.753903647,3.428640911,3.077393244,2.702999761,2.25206207,1.647736771,0.812704076,-0.289633026,-1.659941876,-3.225799205,-4.856526307,-6.463895442,-8.214023463,-10.67532867,-15.12917603,-25.03874455,-16.96884077,-10.95054352,-7.995137415,-6.575916515,-6.176738067,-6.491943821,-7.16821199,-7.706604856,-7.631257029,-6.921583402,-5.936354381,-5.031143633,-4.449985356,-4.358592439,-4.883191759,-6.08977029,-7.899447663,-9.803156297,-10.86887404,-11.11698882,-11.57452029,-12.68850254,-13.57550338,-12.83180463,-11.49660675,-11.15928802,-12.63577781,-17.27145967,-23.17701623,-13.96444391,-9.23126165,-6.836356926,-5.767903344,-5.584535466,-6.008634958,-6.799877394,-7.746327854,-8.586279825,-8.868218347,-8.215308604,-6.966448689,-5.801720251,-5.138633677,-5.137588736,-5.858362915,-7.314172476,-9.442514568,-11.87514282,-13.60634051,-14.00318445,-14.09946494,-15.09034435,-17.69090339,-19.85177451,-14.89993564,-9.899206298,-6.444267722,-4.02344716,-2.283147368,-0.974814471,0.080257461,0.995115127,1.801215562,2.479874174,2.987525289,3.300537779,3.424975363,3.405274153,3.319646531,3.248998254,3.242427526,3.290208786,3.316228493,3.251054993,3.035948455,2.660145495,2.150547345,1.561855978,0.954127238,0.321800773,-0.385751087,-1.270444078,-2.448113188,-4.036691371,-6.169859276,-9.033207142,-12.87075448,-17.36900746,-18.29939156,-15.38799055,-12.92669384,-11.18343794,-9.808123972,-8.580789501,-7.448021328,-6.453013997,-5.664142731,-5.130954308,-4.872838531,-4.882701141,-5.12853456,-5.556032951,-6.080540411,-6.597407287,-7.002810609,-7.215559327,-7.223745054,-7.08677952,-6.920773118,-6.856230265,-7.023060295,-7.552912174,-8.585455259,-10.31725886,-13.03685389,-16.79853656
80,-16.79771679,-18.08360175,-14.23149919,-10.76094535,-8.374168191,-6.756003367,-5.676832006,-5.008944407,-4.680514986,-4.632374712,-4.783315023,-4.990527487,-5.072241019,-4.918091396,-4.601844773,-4.322024148,-4.27350169,-4.5886932,-5.330506909,-6.513808211,-8.047008037,-9.618612809,-10.65438145,-10.89550348,-10.88802766,-11.3820449,-12.96571481,-16.39140886,-21.48494968,-17.23208018,-11.92318595,-8.619430382,-6.40061023,-4.735724437,-3.320485022,-2.010457378,-0.79991242,0.253926904,1.101291034,1.730598664,2.177575632,2.517334855,2.839379398,3.188311512,3.559952853,3.889677323,4.098230154,4.144940839,4.01843158,3.764444777,3.439635809,3.089540474,2.708562633,2.256344019,1.648939389,0.81788275,-0.286843466,-1.657714881,-3.225096153,-4.855585904,-6.460666041,-8.208799828,-10.67208975,-15.12437732,-24.95669533,-16.93723052,-10.94100467,-7.991119632,-6.578747172,-6.185424093,-6.506034899,-7.186365428,-7.72360932,-7.644830634,-6.92803255,-5.936519444,-5.0281034,-4.442445748,-4.349969699,-4.873596713,-6.082428648,-7.89326943,-9.79444504,-10.85163454,-11.09204912,-11.55754726,-12.68918392,-13.6020585,-12.85139892,-11.50022296,-11.16081332,-12.64887198,-17.38603047,-23.83076478,-14.02377534,-9.238123436,-6.834664136,-5.763892104,-5.584555652,-6.012599525,-6.807845915,-7.757900884,-8.598992878,-8.879464489,-8.216763921,-6.956341382,-5.783947383,-5.116508615,-5.11523653,-5.83547427,-7.291034932,-9.423204282,-11.85777386,-13.59479181,-13.99627687,-14.10827764,-15.1102328,-17.74036676,-19.88335734,-14.88255126,-9.883394885,-6.432076825,-4.015985842,-2.277006239,-0.969859452,0.084524297,0.997732553,1.803296448,2.48872445,2.99616217,3.303539185,3.428174695,3.407145211,3.322469419,3.254688475,3.251536967,3.29589541,3.329318799,3.263809068,3.044685436,2.666188926,2.155826777,1.574765182,0.967446278,0.33627236,-0.371917155,-1.258668498,-2.440739452,-4.034624567,-6.174864229,-9.045026054,-12.89170791,-17.41397278,-18.35635308,-15.43889018,-12.97075335,-11.21696148,-9.829039199,-8.585777954,-7.441473699,-6.439249605,-5.648231558,-5.116355957,-4.861293845,-4.875118398,-5.126156274,-5.555817069,-6.082957498,-6.60285677,-7.00524125,-7.21460749,-7.21523688,-7.069320251,-6.895579271,-6.824327101,-6.986788651,-7.51190009,-8.540745339,-10.26748658,-12.98761472,-16.79771679
82,-16.79779457,-18.23267174,-14.35054796,-10.83506159,-8.429235764,-6.797356093,-5.709739268,-5.033873025,-4.699103569,-4.647126623,-4.792342099,-4.993446343,-5.070034026,-4.914479738,-4.597915552,-4.322449726,-4.278879461,-4.597313306,-5.34280049,-6.527220032,-8.058777323,-9.618208981,-10.63425081,-10.85925855,-10.84968677,-11.34339215,-12.93735433,-16.36984577,-21.45961175,-17.20568875,-11.90646589,-8.610065378,-6.397405167,-4.736697591,-3.322979202,-2.012200936,-0.79990163,0.25630843,1.104613484,1.73411462,2.182240853,2.519728381,2.84169503,3.198511788,3.572192734,3.903632335,4.113689166,4.155707057,4.029753867,3.775787279,3.451714339,3.095677056,2.721163613,2.267673492,1.657576435,0.822560003,-0.284399065,-1.656257663,-3.224256804,-4.854500295,-6.460480994,-8.208190012,-10.67180803,-15.12389372,-24.87186044,-16.9064469,-10.93242906,-7.990083411,-6.58416182,-6.195836274,-6.521103243,-7.204109009,-7.740742961,-7.65720915,-6.933655974,-5.938446794,-5.025686808,-4.438409054,-4.34280777,-4.865083169,-6.075085688,-7.884653179,-9.781027946,-10.83436434,-11.07472692,-11.54795231,-12.69179106,-13.6208882,-12.86459679,-11.50285056,-11.16128822,-12.6597913,-17.4830011,-24.49180402,-14.08258135,-9.250950874,-6.836716535,-5.765576807,-5.587592482,-6.017147943,-6.815790238,-7.767005114,-8.608869748,-8.886039747,-8.21596266,-6.948053695,-5.769265865,-5.098850384,-5.094456549,-5.812630157,-7.269285631,-9.400828497,-11.83720577,-13.58178576,-13.99669496,-14.12108315,-15.14104767,-17.78983907,-19.90538061,-14.85572003,-9.862869362,-6.419739257,-4.006774208,-2.270733412,-0.964487072,0.089148247,1.000377606,1.812351407,2.490455882,2.997956543,3.305887556,3.427908316,3.410515847,3.326403971,3.260926556,3.260795045,3.307555826,3.336025283,3.270002881,3.053167205,2.677986611,2.168489421,1.588257165,0.981048045,0.349812113,-0.35917788,-1.248578101,-2.433319659,-4.033193436,-6.180712652,-9.061573206,-12.92079246,-17.45887306,-18.41392248,-15.48585833,-13.01165038,-11.25110427,-9.848287452,-8.592636812,-7.436274127,-6.426947336,-5.63295977,-5.101739266,-4.850340423,-4.867482921,-5.121847574,-5.55540241,-6.087118221,-6.60618399,-7.007497788,-7.211290091,-7.20425207,-7.051523093,-6.868080846,-6.792188316,-6.950429152,-7.471000079,-8.49618861,-10.22046222,-12.94118432,-16.79779457
84,-16.79812661,-18.37982622,-14.46998843,-10.91217718,-8.484025026,-6.840593398,-5.742575055,-5.060850346,-4.72070133,-4.660831647,-4.801295576,-4.996393957,-5.067761729,-4.91085273,-4.595885636,-4.322526995,-4.283528908,-4.605327061,-5.355091238,-6.541817113,-8.070468418,-9.617647226,-10.61035128,-10.81995307,-10.80886219,-11.30891695,-12.90974713,-16.34887401,-21.43186152,-17.17223116,-11.88931711,-8.599636826,-6.393525608,-4.737282244,-3.32391848,-2.012960519,-0.799356902,0.2584733,1.107848309,1.738390988,2.18636027,2.529524802,2.851240014,3.2025606,3.578139339,3.911731697,4.123084587,4.1659268,4.041626911,3.787914063,3.458545525,3.1087404,2.727110698,2.271701881,1.66573259,0.825927261,-0.28147019,-1.656054586,-3.224389935,-4.856113497,-6.461487041,-8.209802984,-10.674586,-15.12753835,-24.78337548,-16.88275862,-10.9280453,-7.992053161,-6.591491354,-6.209571146,-6.536143417,-7.221468598,-7.756519672,-7.667274824,-6.940364166,-5.940815338,-5.025835415,-4.435849691,-4.338206183,-4.859679749,-6.067290258,-7.875880969,-9.768542543,-10.8180235,-11.0575224,-11.53581268,-12.69636552,-13.63598911,-12.87518647,-11.50603735,-11.16074436,-12.66859176,-17.56089973,-25.13627469,-14.14042817,-9.266995471,-6.843621231,-5.770542834,-5.592977888,-6.025797168,-6.823696964,-7.775901497,-8.615921718,-8.889243079,-8.21375112,-6.940040062,-5.756660365,-5.082741809,-5.076027139,-5.793202755,-7.246896824,-9.3780518,-11.81337141,-13.56353188,-13.99795158,-14.13779532,-15.1727058,-17.83876422,-19.91737958,-14.82416731,-9.842178456,-6.404731415,-3.997445381,-2.264423429,-0.958699104,0.095000038,1.01134428,1.813622165,2.491493537,2.999200566,3.311876344,3.433137952,3.40890963,3.324955253,3.261306453,3.263738406,3.318776394,3.347890236,3.281271339,3.061823362,2.685172567,2.175055918,1.594784494,0.986605957,0.362404139,-0.347538216,-1.238799387,-2.429135182,-4.034368112,-6.187302078,-9.075661481,-12.95025183,-17.51042712,-18.47244294,-15.53430836,-13.05327595,-11.28271166,-9.871245296,-8.600698104,-7.43091031,-6.415761966,-5.618525831,-5.088653395,-4.837793106,-4.859460195,-5.117288628,-5.554821435,-6.089253404,-6.609382647,-7.007449713,-7.205529041,-7.190826192,-7.029225472,-6.840307781,-6.757909451,-6.914045629,-7.430094335,-8.451729026,-10.17357441,-12.89801427,-16.79812661
86,-16.7981818,-18.5240189,-14.58519962,-10.98565257,-8.538461615,-6.881605292,-5.777239386,-5.089851692,-4.742775248,-4.678024036,-4.810191618,-4.999402823,-5.067051571,-4.907221558,-4.595337195,-4.323995287,-4.288832643,-4.615491091,-5.36688581,-6.554846208,-8.078776001,-9.613060126,-10.58578654,-10.78080042,-10.77190815,-11.27856615,-12.88315518,-16.3341401,-21.40341371,-17.13196597,-11.86495802,-8.588180654,-6.387753979,-4.73602686,-3.324710145,-2.013930161,-0.798306719,0.260787597,1.111638394,1.742868839,2.190928884,2.533820406,2.854953556,3.206902845,3.584093919,3.919236495,4.131521146,4.174861638,4.054040586,3.800491419,3.471791383,3.115880028,2.740043333,2.282795659,1.665932641,0.829081057,-0.279747914,-1.655538433,-3.22530981,-4.856789236,-6.464801063,-8.213651019,-10.68034812,-15.13042233,-24.69077828,-16.85982039,-10.92785604,-7.999935586,-6.602105766,-6.22332774,-6.553177724,-7.237485952,-7.770776757,-7.678116536,-6.947321496,-5.944971736,-5.027580762,-4.434767289,-4.33650628,-4.854818731,-6.060390105,-7.86468879,-9.754219672,-10.80255641,-11.04789326,-11.53089042,-12.70002257,-13.64709154,-12.8830748,-11.50807398,-11.1598505,-12.67502516,-17.61849238,-25.73965681,-14.20138568,-9.286770987,-6.854341944,-5.778840201,-5.60070192,-6.032702414,-6.831548619,-7.780018668,-8.620144181,-8.887789854,-8.209281783,-6.929369507,-5.744619029,-5.067360825,-5.058389912,-5.773130628,-7.224539442,-9.352233697,-11.78644014,-13.54819634,-14.00006393,-14.15426327,-15.21017187,-17.89459298,-19.91949612,-14.78338369,-9.816603457,-6.391100367,-3.987671832,-2.256397469,-0.953521194,0.100207977,1.013975132,1.821983494,2.498204073,3.005031562,3.312421769,3.434830023,3.414259191,3.330588993,3.268541227,3.273173981,3.323527455,3.353361985,3.285984717,3.069243803,2.692907953,2.182703653,1.601849441,1.000741293,0.374023852,-0.33650465,-1.231737701,-2.425424368,-4.036875499,-6.197327148,-9.093254496,-12.97989049,-17.56899457,-18.53202281,-15.57855133,-13.09582852,-11.31838025,-9.891463871,-8.609968283,-7.430008839,-6.404856748,-5.604732174,-5.07334239,-4.826775895,-4.851065959,-5.112480394,-5.554080191,-6.089397663,-6.610433638,-7.005130931,-7.197369543,-7.174933696,-7.008664849,-6.812238926,-6.725405377,-6.8755481,-7.391313042,-8.409681757,-10.13230186,-12.85773937,-16.7981818
